,Rewards,QoS violation,
Episode: 13817 ,7874.2217,0.0105, Action type: 1 
Episode: 13818 ,7874.21119,0.01051, Action type: 1 
Episode: 13819 ,7874.20066,0.01053, Action type: 1 
Episode: 13820 ,7874.1901,0.01056, Action type: 4 
Episode: 13821 ,7874.17953,0.01057, Action type: 4 
Episode: 13822 ,7874.16894,0.01059, Action type: 4 
Episode: 13823 ,7874.15832,0.01062, Action type: 4 
Episode: 13824 ,7874.14767,0.01065, Action type: 0 
Episode: 13825 ,7874.13701,0.01066, Action type: 4 
Episode: 13826 ,7875.12636,0.01065, Action type: 0 
Episode: 13827 ,7875.1157,0.01066, Action type: 0 
Episode: 13828 ,7876.10504,0.01066, Action type: 3 
Episode: 13829 ,7877.09438,0.01066, Action type: 3 
Episode: 13830 ,7878.08376,0.01062, Action type: 5 
Episode: 13831 ,7879.07314,0.01062, Action type: 3 
Episode: 13832 ,7880.06255,0.01059, Action type: 3 
Episode: 13833 ,7881.05198,0.01057, Action type: 1 
Episode: 13834 ,7881.04139,0.01059, Action type: 1 
Episode: 13835 ,7881.03077,0.01062, Action type: 1 
Episode: 13836 ,7881.02011,0.01066, Action type: 2 
Episode: 13837 ,7882.00949,0.01062, Action type: 2 
Episode: 13838 ,7882.9989,0.01059, Action type: 2 
Episode: 13839 ,7883.98832,0.01058, Action type: 2 
Episode: 13840 ,7884.97776,0.01056, Action type: 5 
Episode: 13841 ,7885.9672,0.01056, Action type: 2 
Episode: 13842 ,7886.95667,0.01053, Action type: 2 
Episode: 13843 ,7887.94616,0.01051, Action type: 5 
Episode: 13844 ,7888.93565,0.01051, Action type: 2 
Episode: 13845 ,7889.92516,0.01049, Action type: 3 
Episode: 13846 ,7890.91468,0.01048, Action type: 3 
Episode: 13847 ,7891.90422,0.01046, Action type: 3 
Episode: 13848 ,7892.8938,0.01042, Action type: 3 
Episode: 13849 ,7893.88342,0.01038, Action type: 2 
Episode: 13850 ,7894.87307,0.01035, Action type: 2 
Episode: 13851 ,7895.86276,0.01031, Action type: 2 
Episode: 13852 ,7896.85246,0.0103, Action type: 4 
Episode: 13853 ,7896.84215,0.01031, Action type: 4 
Episode: 13854 ,7896.8318,0.01035, Action type: 4 
Episode: 13855 ,7896.82142,0.01038, Action type: 4 
Episode: 13856 ,7896.811,0.01042, Action type: 4 
Episode: 13857 ,7896.80054,0.01046, Action type: 4 
Episode: 13858 ,7896.79007,0.01047, Action type: 4 
Episode: 13859 ,7896.77959,0.01048, Action type: 4 
Episode: 13860 ,7896.76909,0.0105, Action type: 1 
Episode: 13861 ,7896.75857,0.01052, Action type: 1 
Episode: 13862 ,7896.74802,0.01055, Action type: 1 
Episode: 13863 ,7896.73745,0.01057, Action type: 1 
Episode: 13864 ,7896.72686,0.01059, Action type: 1 
Episode: 13865 ,7896.71624,0.01062, Action type: 1 
Episode: 13866 ,7896.70558,0.01066, Action type: 1 
Episode: 13867 ,7897.69492,0.01066, Action type: 2 
Episode: 13868 ,7898.68426,0.01066, Action type: 2 
Episode: 13869 ,7899.67364,0.01062, Action type: 2 
Episode: 13870 ,7900.66304,0.0106, Action type: 2 
Episode: 13871 ,7901.65246,0.01058, Action type: 0 
Episode: 13872 ,7902.64188,0.01058, Action type: 2 
Episode: 13873 ,7903.63131,0.01057, Action type: 3 
Episode: 13874 ,7904.62077,0.01054, Action type: 2 
Episode: 13875 ,7905.61025,0.01052, Action type: 3 
Episode: 13876 ,7906.59975,0.0105, Action type: 3 
Episode: 13877 ,7907.58926,0.01049, Action type: 3 
Episode: 13878 ,7908.57879,0.01047, Action type: 3 
Episode: 13879 ,7909.56836,0.01043, Action type: 1 
Episode: 13880 ,7909.55789,0.01047, Action type: 1 
Episode: 13881 ,7909.5474,0.01049, Action type: 2 
Episode: 13882 ,7910.53692,0.01048, Action type: 1 
Episode: 13883 ,7910.52642,0.0105, Action type: 2 
Episode: 13884 ,7911.51594,0.01048, Action type: 2 
Episode: 13885 ,7912.5055,0.01044, Action type: 2 
Episode: 13886 ,7913.49509,0.01041, Action type: 2 
Episode: 13887 ,7914.48473,0.01036, Action type: 2 
Episode: 13888 ,7915.4744,0.01033, Action type: 2 
Episode: 13889 ,7916.4641,0.0103, Action type: 3 
Episode: 13890 ,7917.45384,0.01026, Action type: 4 
Episode: 13891 ,7917.44354,0.0103, Action type: 3 
Episode: 13892 ,7918.43328,0.01026, Action type: 3 
Episode: 13893 ,7919.42303,0.01025, Action type: 3 
Episode: 13894 ,7920.41279,0.01024, Action type: 3 
Episode: 13895 ,7921.40256,0.01023, Action type: 1 
Episode: 13896 ,7921.39232,0.01024, Action type: 1 
Episode: 13897 ,7921.38207,0.01025, Action type: 1 
Episode: 13898 ,7921.37181,0.01026, Action type: 1 
Episode: 13899 ,7921.36151,0.0103, Action type: 2 
Episode: 13900 ,7922.35125,0.01026, Action type: 2 
Episode: 13901 ,7923.341,0.01025, Action type: 2 
Episode: 13902 ,7924.33076,0.01024, Action type: 2 
Episode: 13903 ,7925.32052,0.01024, Action type: 2 
Episode: 13904 ,7926.31029,0.01023, Action type: 2 
Episode: 13905 ,7927.30006,0.01023, Action type: 0 
Episode: 13906 ,7928.28983,0.01023, Action type: 0 
Episode: 13907 ,7929.2796,0.01023, Action type: 0 
Episode: 13908 ,7930.26937,0.01023, Action type: 0 
Episode: 13909 ,7931.25914,0.01023, Action type: 0 
Episode: 13910 ,7932.24891,0.01023, Action type: 4 
Episode: 13911 ,7933.23868,0.01023, Action type: 0 
Episode: 13912 ,7934.22845,0.01023, Action type: 3 
Episode: 13913 ,7935.21822,0.01023, Action type: 3 
Episode: 13914 ,7936.208,0.01022, Action type: 1 
Episode: 13915 ,7936.19777,0.01023, Action type: 3 
Episode: 13916 ,7937.18755,0.01022, Action type: 5 
Episode: 13917 ,7938.17733,0.01022, Action type: 1 
Episode: 13918 ,7938.1671,0.01023, Action type: 2 
Episode: 13919 ,7939.15688,0.01022, Action type: 2 
Episode: 13920 ,7940.14669,0.01019, Action type: 2 
Episode: 13921 ,7941.13653,0.01016, Action type: 2 
Episode: 13922 ,7942.12642,0.01011, Action type: 2 
Episode: 13923 ,7943.11633,0.01009, Action type: 2 
Episode: 13924 ,7944.10628,0.01005, Action type: 2 
Episode: 13925 ,7945.09625,0.01003, Action type: 2 
Episode: 13926 ,7946.08625,0.01, Action type: 3 
Episode: 13927 ,7947.07626,0.00999, Action type: 3 
Episode: 13928 ,7948.0663,0.00996, Action type: 0 
Episode: 13929 ,7949.05634,0.00996, Action type: 5 
Episode: 13930 ,7950.04638,0.00996, Action type: 1 
Episode: 13931 ,7950.03639,0.00999, Action type: 1 
Episode: 13932 ,7950.02639,0.01, Action type: 1 
Episode: 13933 ,7950.01636,0.01003, Action type: 4 
Episode: 13934 ,7950.0063,0.01006, Action type: 1 
Episode: 13935 ,7949.99619,0.01011, Action type: 1 
Episode: 13936 ,7949.98606,0.01013, Action type: 1 
Episode: 13937 ,7949.97588,0.01018, Action type: 4 
Episode: 13938 ,7949.96567,0.01021, Action type: 2 
Episode: 13939 ,7950.95549,0.01018, Action type: 2 
Episode: 13940 ,7951.94536,0.01013, Action type: 2 
Episode: 13941 ,7952.93525,0.01011, Action type: 2 
Episode: 13942 ,7953.92519,0.01006, Action type: 3 
Episode: 13943 ,7954.91516,0.01003, Action type: 3 
Episode: 13944 ,7955.90516,0.01, Action type: 4 
Episode: 13945 ,7955.89513,0.01003, Action type: 4 
Episode: 13946 ,7955.88507,0.01006, Action type: 4 
Episode: 13947 ,7955.87496,0.01011, Action type: 1 
Episode: 13948 ,7955.86483,0.01013, Action type: 1 
Episode: 13949 ,7955.85466,0.01017, Action type: 1 
Episode: 13950 ,7955.84444,0.01022, Action type: 1 
Episode: 13951 ,7955.83418,0.01026, Action type: 1 
Episode: 13952 ,7955.82391,0.01027, Action type: 1 
Episode: 13953 ,7956.81364,0.01027, Action type: 1 
Episode: 13954 ,7956.80335,0.01029, Action type: 1 
Episode: 13955 ,7956.79305,0.0103, Action type: 1 
Episode: 13956 ,7957.78275,0.0103, Action type: 1 
Episode: 13957 ,7957.77243,0.01032, Action type: 1 
Episode: 13958 ,7957.76208,0.01035, Action type: 2 
Episode: 13959 ,7958.75176,0.01032, Action type: 4 
Episode: 13960 ,7958.74141,0.01035, Action type: 4 
Episode: 13961 ,7958.73103,0.01038, Action type: 4 
Episode: 13962 ,7958.72063,0.0104, Action type: 4 
Episode: 13963 ,7958.71018,0.01045, Action type: 4 
Episode: 13964 ,7958.69971,0.01047, Action type: 0 
Episode: 13965 ,7958.68923,0.01048, Action type: 4 
Episode: 13966 ,7958.67871,0.01052, Action type: 4 
Episode: 13967 ,7958.66817,0.01054, Action type: 3 
Episode: 13968 ,7959.65765,0.01052, Action type: 3 
Episode: 13969 ,7960.64718,0.01047, Action type: 3 
Episode: 13970 ,7961.63674,0.01044, Action type: 1 
Episode: 13971 ,7961.62627,0.01047, Action type: 2 
Episode: 13972 ,7962.61583,0.01044, Action type: 2 
Episode: 13973 ,7963.60543,0.0104, Action type: 2 
Episode: 13974 ,7964.59506,0.01037, Action type: 2 
Episode: 13975 ,7965.58472,0.01034, Action type: 2 
Episode: 13976 ,7966.5744,0.01032, Action type: 4 
Episode: 13977 ,7966.56406,0.01034, Action type: 4 
Episode: 13978 ,7966.55369,0.01037, Action type: 4 
Episode: 13979 ,7966.54329,0.0104, Action type: 4 
Episode: 13980 ,7966.53285,0.01044, Action type: 4 
Episode: 13981 ,7966.52238,0.01047, Action type: 1 
Episode: 13982 ,7966.51186,0.01052, Action type: 1 
Episode: 13983 ,7966.50132,0.01054, Action type: 1 
Episode: 13984 ,7966.49077,0.01055, Action type: 1 
Episode: 13985 ,7966.4802,0.01057, Action type: 2 
Episode: 13986 ,7967.46965,0.01055, Action type: 2 
Episode: 13987 ,7968.4591,0.01055, Action type: 2 
Episode: 13988 ,7969.44857,0.01053, Action type: 2 
Episode: 13989 ,7970.43808,0.01049, Action type: 0 
Episode: 13990 ,7970.42758,0.0105, Action type: 0 
Episode: 13991 ,7971.41708,0.0105, Action type: 0 
Episode: 13992 ,7972.40658,0.0105, Action type: 1 
Episode: 13993 ,7972.39603,0.01055, Action type: 1 
Episode: 13994 ,7972.38546,0.01057, Action type: 1 
Episode: 13995 ,7972.37488,0.01058, Action type: 0 
Episode: 13996 ,7973.3643,0.01058, Action type: 4 
Episode: 13997 ,7973.3537,0.0106, Action type: 4 
Episode: 13998 ,7973.34308,0.01062, Action type: 4 
Episode: 13999 ,7973.33243,0.01065, Action type: 4 
Episode: 14000 ,7974.32178,0.01065, Action type: 4 
Episode: 14001 ,7974.31111,0.01067, Action type: 2 
Episode: 14002 ,7975.30046,0.01065, Action type: 2 
Episode: 14003 ,7976.28981,0.01065, Action type: 2 
Episode: 14004 ,7977.27919,0.01062, Action type: 2 
Episode: 14005 ,7978.26859,0.0106, Action type: 0 
Episode: 14006 ,7979.25799,0.0106, Action type: 0 
Episode: 14007 ,7979.24738,0.01061, Action type: 0 
Episode: 14008 ,7980.23677,0.01061, Action type: 5 
Episode: 14009 ,7981.22616,0.01061, Action type: 5 
Episode: 14010 ,7982.21556,0.0106, Action type: 5 
Episode: 14011 ,7983.20496,0.0106, Action type: 3 
Episode: 14012 ,7984.19438,0.01058, Action type: 3 
Episode: 14013 ,7985.18381,0.01057, Action type: 3 
Episode: 14014 ,7986.17326,0.01055, Action type: 3 
Episode: 14015 ,7987.16276,0.0105, Action type: 3 
Episode: 14016 ,7988.15229,0.01047, Action type: 3 
Episode: 14017 ,7989.14187,0.01042, Action type: 2 
Episode: 14018 ,7990.13148,0.01039, Action type: 4 
Episode: 14019 ,7990.12106,0.01042, Action type: 2 
Episode: 14020 ,7991.11067,0.01039, Action type: 4 
Episode: 14021 ,7991.10025,0.01042, Action type: 4 
Episode: 14022 ,7991.08978,0.01047, Action type: 4 
Episode: 14023 ,7991.07928,0.0105, Action type: 4 
Episode: 14024 ,7991.06874,0.01054, Action type: 4 
Episode: 14025 ,7991.05819,0.01055, Action type: 0 
Episode: 14026 ,7991.04763,0.01056, Action type: 0 
Episode: 14027 ,7991.03706,0.01057, Action type: 0 
Episode: 14028 ,7992.02649,0.01057, Action type: 0 
Episode: 14029 ,7993.01592,0.01057, Action type: 0 
Episode: 14030 ,7994.00535,0.01057, Action type: 0 
Episode: 14031 ,7993.99477,0.01058, Action type: 3 
Episode: 14032 ,7994.98421,0.01056, Action type: 3 
Episode: 14033 ,7995.9737,0.01051, Action type: 2 
Episode: 14034 ,7996.96322,0.01048, Action type: 1 
Episode: 14035 ,7996.95271,0.01051, Action type: 1 
Episode: 14036 ,7996.94215,0.01056, Action type: 1 
Episode: 14037 ,7996.93157,0.01058, Action type: 1 
Episode: 14038 ,7996.92098,0.01059, Action type: 1 
Episode: 14039 ,7996.91037,0.01061, Action type: 4 
Episode: 14040 ,7996.89974,0.01063, Action type: 4 
Episode: 14041 ,7996.8891,0.01064, Action type: 4 
Episode: 14042 ,7996.87844,0.01066, Action type: 4 
Episode: 14043 ,7996.86775,0.01069, Action type: 4 
Episode: 14044 ,7996.85703,0.01072, Action type: 4 
Episode: 14045 ,7996.84628,0.01075, Action type: 3 
Episode: 14046 ,7997.83557,0.01071, Action type: 3 
Episode: 14047 ,7998.82489,0.01068, Action type: 3 
Episode: 14048 ,7999.81424,0.01065, Action type: 2 
Episode: 14049 ,8000.8036,0.01064, Action type: 2 
Episode: 14050 ,8001.79298,0.01062, Action type: 2 
Episode: 14051 ,8002.78238,0.0106, Action type: 1 
Episode: 14052 ,8002.77176,0.01062, Action type: 1 
Episode: 14053 ,8002.76112,0.01064, Action type: 1 
Episode: 14054 ,8002.75046,0.01066, Action type: 1 
Episode: 14055 ,8002.73977,0.01069, Action type: 4 
Episode: 14056 ,8002.72905,0.01072, Action type: 1 
Episode: 14057 ,8002.71829,0.01076, Action type: 4 
Episode: 14058 ,8003.70753,0.01076, Action type: 4 
Episode: 14059 ,8003.69672,0.01081, Action type: 4 
Episode: 14060 ,8003.6859,0.01082, Action type: 0 
Episode: 14061 ,8003.67507,0.01083, Action type: 4 
Episode: 14062 ,8004.66424,0.01083, Action type: 0 
Episode: 14063 ,8004.6534,0.01084, Action type: 0 
Episode: 14064 ,8004.64255,0.01085, Action type: 3 
Episode: 14065 ,8005.63171,0.01084, Action type: 3 
Episode: 14066 ,8006.62089,0.01082, Action type: 3 
Episode: 14067 ,8007.61013,0.01076, Action type: 3 
Episode: 14068 ,8008.59937,0.01076, Action type: 3 
Episode: 14069 ,8009.58865,0.01072, Action type: 2 
Episode: 14070 ,8010.57796,0.01069, Action type: 2 
Episode: 14071 ,8011.5673,0.01066, Action type: 2 
Episode: 14072 ,8012.55666,0.01064, Action type: 1 
Episode: 14073 ,8012.546,0.01066, Action type: 1 
Episode: 14074 ,8012.53531,0.01069, Action type: 0 
Episode: 14075 ,8012.52461,0.0107, Action type: 1 
Episode: 14076 ,8012.51388,0.01073, Action type: 1 
Episode: 14077 ,8012.50311,0.01077, Action type: 1 
Episode: 14078 ,8013.49234,0.01077, Action type: 5 
Episode: 14079 ,8014.48158,0.01076, Action type: 1 
Episode: 14080 ,8014.47076,0.01082, Action type: 3 
Episode: 14081 ,8015.46,0.01076, Action type: 3 
Episode: 14082 ,8016.44924,0.01076, Action type: 3 
Episode: 14083 ,8017.43852,0.01072, Action type: 3 
Episode: 14084 ,8018.42783,0.01069, Action type: 3 
Episode: 14085 ,8019.41717,0.01066, Action type: 2 
Episode: 14086 ,8020.40652,0.01065, Action type: 4 
Episode: 14087 ,8020.39586,0.01066, Action type: 2 
Episode: 14088 ,8021.38521,0.01065, Action type: 2 
Episode: 14089 ,8022.37459,0.01062, Action type: 2 
Episode: 14090 ,8023.36397,0.01062, Action type: 2 
Episode: 14091 ,8024.35337,0.0106, Action type: 4 
Episode: 14092 ,8024.34275,0.01062, Action type: 3 
Episode: 14093 ,8025.33215,0.0106, Action type: 3 
Episode: 14094 ,8026.32156,0.01059, Action type: 3 
Episode: 14095 ,8027.31099,0.01057, Action type: 0 
Episode: 14096 ,8028.30042,0.01057, Action type: 0 
Episode: 14097 ,8029.28985,0.01057, Action type: 0 
Episode: 14098 ,8030.27928,0.01057, Action type: 0 
Episode: 14099 ,8031.26871,0.01057, Action type: 0 
Episode: 14100 ,8032.25814,0.01057, Action type: 1 
Episode: 14101 ,8032.24755,0.01059, Action type: 2 
Episode: 14102 ,8033.23698,0.01057, Action type: 0 
Episode: 14103 ,8034.22641,0.01057, Action type: 0 
Episode: 14104 ,8035.21584,0.01057, Action type: 0 
Episode: 14105 ,8036.20527,0.01057, Action type: 0 
Episode: 14106 ,8036.19469,0.01058, Action type: 0 
Episode: 14107 ,8037.18411,0.01058, Action type: 5 
Episode: 14108 ,8038.17353,0.01058, Action type: 5 
Episode: 14109 ,8039.16296,0.01057, Action type: 5 
Episode: 14110 ,8040.15239,0.01057, Action type: 5 
Episode: 14111 ,8041.14182,0.01057, Action type: 3 
Episode: 14112 ,8042.1313,0.01052, Action type: 3 
Episode: 14113 ,8043.12081,0.01049, Action type: 3 
Episode: 14114 ,8044.11037,0.01044, Action type: 3 
Episode: 14115 ,8045.09997,0.0104, Action type: 3 
Episode: 14116 ,8046.08961,0.01036, Action type: 2 
Episode: 14117 ,8047.07927,0.01034, Action type: 2 
Episode: 14118 ,8048.06895,0.01032, Action type: 2 
Episode: 14119 ,8048.05862,0.01033, Action type: 2 
Episode: 14120 ,8049.04831,0.01031, Action type: 4 
Episode: 14121 ,8049.03798,0.01033, Action type: 4 
Episode: 14122 ,8050.02766,0.01032, Action type: 4 
Episode: 14123 ,8050.01732,0.01034, Action type: 4 
Episode: 14124 ,8050.00696,0.01036, Action type: 4 
Episode: 14125 ,8049.99656,0.0104, Action type: 4 
Episode: 14126 ,8049.98612,0.01044, Action type: 0 
Episode: 14127 ,8050.97568,0.01044, Action type: 0 
Episode: 14128 ,8051.96524,0.01044, Action type: 0 
Episode: 14129 ,8052.9548,0.01044, Action type: 0 
Episode: 14130 ,8053.94436,0.01044, Action type: 0 
Episode: 14131 ,8053.93391,0.01045, Action type: 0 
Episode: 14132 ,8054.92346,0.01045, Action type: 2 
Episode: 14133 ,8055.91305,0.01041, Action type: 1 
Episode: 14134 ,8055.9026,0.01045, Action type: 1 
Episode: 14135 ,8055.8921,0.0105, Action type: 1 
Episode: 14136 ,8055.88157,0.01053, Action type: 2 
Episode: 14137 ,8056.87107,0.0105, Action type: 2 
Episode: 14138 ,8057.86061,0.01046, Action type: 4 
Episode: 14139 ,8057.85011,0.0105, Action type: 4 
Episode: 14140 ,8057.83959,0.01052, Action type: 4 
Episode: 14141 ,8057.82901,0.01058, Action type: 4 
Episode: 14142 ,8057.81841,0.0106, Action type: 4 
Episode: 14143 ,8058.80781,0.0106, Action type: 4 
Episode: 14144 ,8058.79719,0.01062, Action type: 4 
Episode: 14145 ,8058.78656,0.01063, Action type: 1 
Episode: 14146 ,8058.7759,0.01066, Action type: 1 
Episode: 14147 ,8058.76522,0.01068, Action type: 1 
Episode: 14148 ,8058.75451,0.01071, Action type: 2 
Episode: 14149 ,8059.74383,0.01068, Action type: 2 
Episode: 14150 ,8060.73317,0.01066, Action type: 2 
Episode: 14151 ,8061.72253,0.01064, Action type: 2 
Episode: 14152 ,8062.7119,0.01063, Action type: 0 
Episode: 14153 ,8063.70127,0.01063, Action type: 0 
Episode: 14154 ,8063.69063,0.01064, Action type: 0 
Episode: 14155 ,8064.67999,0.01064, Action type: 0 
Episode: 14156 ,8064.66934,0.01065, Action type: 0 
Episode: 14157 ,8064.65868,0.01066, Action type: 0 
Episode: 14158 ,8065.64802,0.01066, Action type: 0 
Episode: 14159 ,8065.63735,0.01067, Action type: 0 
Episode: 14160 ,8066.62668,0.01067, Action type: 0 
Episode: 14161 ,8067.61601,0.01067, Action type: 1 
Episode: 14162 ,8067.60533,0.01068, Action type: 1 
Episode: 14163 ,8067.59462,0.01071, Action type: 0 
Episode: 14164 ,8067.58389,0.01073, Action type: 1 
Episode: 14165 ,8067.57314,0.01075, Action type: 1 
Episode: 14166 ,8067.56236,0.01078, Action type: 0 
Episode: 14167 ,8067.55157,0.01079, Action type: 3 
Episode: 14168 ,8068.54081,0.01076, Action type: 3 
Episode: 14169 ,8069.53007,0.01074, Action type: 3 
Episode: 14170 ,8070.51936,0.01071, Action type: 5 
Episode: 14171 ,8071.50866,0.0107, Action type: 2 
Episode: 14172 ,8072.49796,0.0107, Action type: 4 
Episode: 14173 ,8073.48726,0.0107, Action type: 5 
Episode: 14174 ,8074.47658,0.01068, Action type: 4 
Episode: 14175 ,8074.46587,0.01071, Action type: 1 
Episode: 14176 ,8074.45514,0.01073, Action type: 4 
Episode: 14177 ,8074.44438,0.01076, Action type: 1 
Episode: 14178 ,8074.43359,0.01079, Action type: 1 
Episode: 14179 ,8074.42276,0.01083, Action type: 1 
Episode: 14180 ,8075.41193,0.01083, Action type: 3 
Episode: 14181 ,8076.4011,0.01083, Action type: 3 
Episode: 14182 ,8077.39031,0.01079, Action type: 3 
Episode: 14183 ,8078.37955,0.01076, Action type: 4 
Episode: 14184 ,8078.36877,0.01078, Action type: 2 
Episode: 14185 ,8079.35801,0.01076, Action type: 2 
Episode: 14186 ,8080.34728,0.01073, Action type: 0 
Episode: 14187 ,8081.33655,0.01073, Action type: 3 
Episode: 14188 ,8082.32584,0.01071, Action type: 0 
Episode: 14189 ,8082.31511,0.01073, Action type: 0 
Episode: 14190 ,8082.30437,0.01074, Action type: 0 
Episode: 14191 ,8083.29363,0.01074, Action type: 0 
Episode: 14192 ,8084.28289,0.01074, Action type: 3 
Episode: 14193 ,8085.27218,0.01071, Action type: 3 
Episode: 14194 ,8086.26148,0.0107, Action type: 3 
Episode: 14195 ,8087.2508,0.01068, Action type: 3 
Episode: 14196 ,8088.24013,0.01067, Action type: 3 
Episode: 14197 ,8089.22949,0.01064, Action type: 4 
Episode: 14198 ,8089.21882,0.01067, Action type: 4 
Episode: 14199 ,8089.20814,0.01068, Action type: 1 
Episode: 14200 ,8089.19745,0.01069, Action type: 4 
Episode: 14201 ,8089.18675,0.0107, Action type: 4 
Episode: 14202 ,8089.17604,0.01071, Action type: 2 
Episode: 14203 ,8090.16534,0.0107, Action type: 1 
Episode: 14204 ,8090.15461,0.01073, Action type: 0 
Episode: 14205 ,8090.14387,0.01074, Action type: 0 
Episode: 14206 ,8091.13313,0.01074, Action type: 5 
Episode: 14207 ,8092.12239,0.01074, Action type: 5 
Episode: 14208 ,8093.11166,0.01073, Action type: 5 
Episode: 14209 ,8094.10095,0.01071, Action type: 5 
Episode: 14210 ,8095.09024,0.01071, Action type: 5 
Episode: 14211 ,8096.07953,0.01071, Action type: 5 
Episode: 14212 ,8097.06883,0.0107, Action type: 2 
Episode: 14213 ,8098.05815,0.01068, Action type: 3 
Episode: 14214 ,8099.04749,0.01066, Action type: 2 
Episode: 14215 ,8100.03684,0.01065, Action type: 2 
Episode: 14216 ,8101.0262,0.01064, Action type: 1 
Episode: 14217 ,8101.01555,0.01065, Action type: 1 
Episode: 14218 ,8101.00489,0.01066, Action type: 2 
Episode: 14219 ,8100.99422,0.01067, Action type: 4 
Episode: 14220 ,8101.98356,0.01066, Action type: 4 
Episode: 14221 ,8101.97288,0.01068, Action type: 4 
Episode: 14222 ,8101.96217,0.01071, Action type: 4 
Episode: 14223 ,8101.95145,0.01072, Action type: 4 
Episode: 14224 ,8101.9407,0.01075, Action type: 4 
Episode: 14225 ,8101.92993,0.01077, Action type: 4 
Episode: 14226 ,8101.91913,0.0108, Action type: 5 
Episode: 14227 ,8102.90834,0.01079, Action type: 0 
Episode: 14228 ,8102.89754,0.0108, Action type: 0 
Episode: 14229 ,8102.88673,0.01081, Action type: 0 
Episode: 14230 ,8102.87591,0.01082, Action type: 0 
Episode: 14231 ,8103.86509,0.01082, Action type: 0 
Episode: 14232 ,8103.85426,0.01083, Action type: 2 
Episode: 14233 ,8104.84347,0.01079, Action type: 0 
Episode: 14234 ,8105.83268,0.01079, Action type: 1 
Episode: 14235 ,8105.82185,0.01083, Action type: 1 
Episode: 14236 ,8106.81102,0.01083, Action type: 1 
Episode: 14237 ,8106.80013,0.01089, Action type: 1 
Episode: 14238 ,8106.78923,0.0109, Action type: 1 
Episode: 14239 ,8106.77831,0.01092, Action type: 1 
Episode: 14240 ,8106.76737,0.01094, Action type: 4 
Episode: 14241 ,8106.75641,0.01096, Action type: 4 
Episode: 14242 ,8106.7454,0.01101, Action type: 4 
Episode: 14243 ,8107.73439,0.01101, Action type: 4 
Episode: 14244 ,8107.72337,0.01102, Action type: 4 
Episode: 14245 ,8107.7123,0.01107, Action type: 2 
Episode: 14246 ,8108.70128,0.01102, Action type: 2 
Episode: 14247 ,8109.69027,0.01101, Action type: 2 
Episode: 14248 ,8110.67926,0.01101, Action type: 1 
Episode: 14249 ,8110.66824,0.01102, Action type: 1 
Episode: 14250 ,8110.65721,0.01103, Action type: 1 
Episode: 14251 ,8110.64612,0.01109, Action type: 1 
Episode: 14252 ,8110.63501,0.01111, Action type: 1 
Episode: 14253 ,8110.62387,0.01114, Action type: 1 
Episode: 14254 ,8110.61268,0.01119, Action type: 1 
Episode: 14255 ,8110.60143,0.01125, Action type: 3 
Episode: 14256 ,8111.59024,0.01119, Action type: 4 
Episode: 14257 ,8111.579,0.01124, Action type: 3 
Episode: 14258 ,8112.56782,0.01118, Action type: 4 
Episode: 14259 ,8112.55658,0.01124, Action type: 4 
Episode: 14260 ,8112.54531,0.01127, Action type: 4 
Episode: 14261 ,8112.534,0.01131, Action type: 4 
Episode: 14262 ,8112.52268,0.01132, Action type: 2 
Episode: 14263 ,8113.51137,0.01131, Action type: 3 
Episode: 14264 ,8114.50011,0.01126, Action type: 3 
Episode: 14265 ,8115.48889,0.01122, Action type: 3 
Episode: 14266 ,8116.47773,0.01116, Action type: 3 
Episode: 14267 ,8117.46662,0.01111, Action type: 3 
Episode: 14268 ,8118.45554,0.01108, Action type: 3 
Episode: 14269 ,8119.44448,0.01106, Action type: 3 
Episode: 14270 ,8120.43348,0.011, Action type: 3 
Episode: 14271 ,8121.42249,0.01099, Action type: 0 
Episode: 14272 ,8121.41149,0.011, Action type: 2 
Episode: 14273 ,8122.40049,0.011, Action type: 0 
Episode: 14274 ,8123.38949,0.011, Action type: 0 
Episode: 14275 ,8123.37848,0.01101, Action type: 2 
Episode: 14276 ,8124.36752,0.01096, Action type: 2 
Episode: 14277 ,8125.35658,0.01094, Action type: 2 
Episode: 14278 ,8126.34564,0.01094, Action type: 2 
Episode: 14279 ,8127.33471,0.01093, Action type: 2 
Episode: 14280 ,8128.32379,0.01092, Action type: 2 
Episode: 14281 ,8129.31293,0.01086, Action type: 3 
Episode: 14282 ,8130.30207,0.01086, Action type: 3 
Episode: 14283 ,8131.29125,0.01082, Action type: 0 
Episode: 14284 ,8132.28043,0.01082, Action type: 0 
Episode: 14285 ,8133.26961,0.01082, Action type: 0 
Episode: 14286 ,8133.25878,0.01083, Action type: 0 
Episode: 14287 ,8134.24795,0.01083, Action type: 0 
Episode: 14288 ,8135.23712,0.01083, Action type: 0 
Episode: 14289 ,8136.22629,0.01083, Action type: 0 
Episode: 14290 ,8137.21546,0.01083, Action type: 3 
Episode: 14291 ,8138.20466,0.0108, Action type: 3 
Episode: 14292 ,8139.19389,0.01077, Action type: 3 
Episode: 14293 ,8140.18315,0.01074, Action type: 3 
Episode: 14294 ,8141.17243,0.01072, Action type: 5 
Episode: 14295 ,8142.16171,0.01072, Action type: 2 
Episode: 14296 ,8143.15101,0.0107, Action type: 2 
Episode: 14297 ,8144.14032,0.01069, Action type: 1 
Episode: 14298 ,8144.12962,0.0107, Action type: 1 
