,Rewards,QoS violation,
Episode: 3377 ,2002.67784,0.01411, Action type: 0 
Episode: 3378 ,2002.66372,0.01412, Action type: 0 
Episode: 3379 ,2002.64959,0.01413, Action type: 1 
Episode: 3380 ,2002.63545,0.01414, Action type: 1 
Episode: 3381 ,2002.62128,0.01417, Action type: 2 
Episode: 3382 ,2003.60713,0.01415, Action type: 5 
Episode: 3383 ,2004.59299,0.01414, Action type: 3 
Episode: 3384 ,2005.57886,0.01413, Action type: 3 
Episode: 3385 ,2006.56473,0.01413, Action type: 1 
Episode: 3386 ,2007.5506,0.01413, Action type: 1 
Episode: 3387 ,2007.53646,0.01414, Action type: 0 
Episode: 3388 ,2007.52231,0.01415, Action type: 0 
Episode: 3389 ,2008.50816,0.01415, Action type: 1 
Episode: 3390 ,2008.49398,0.01418, Action type: 3 
Episode: 3391 ,2009.47983,0.01415, Action type: 3 
Episode: 3392 ,2010.46569,0.01414, Action type: 2 
Episode: 3393 ,2010.45154,0.01415, Action type: 2 
Episode: 3394 ,2011.43739,0.01415, Action type: 4 
Episode: 3395 ,2012.42324,0.01415, Action type: 1 
Episode: 3396 ,2013.40909,0.01415, Action type: 1 
Episode: 3397 ,2013.39493,0.01416, Action type: 3 
Episode: 3398 ,2014.38078,0.01415, Action type: 3 
Episode: 3399 ,2015.36663,0.01415, Action type: 0 
Episode: 3400 ,2015.35246,0.01417, Action type: 4 
Episode: 3401 ,2016.33831,0.01415, Action type: 0 
Episode: 3402 ,2016.32414,0.01417, Action type: 2 
Episode: 3403 ,2016.30994,0.0142, Action type: 2 
Episode: 3404 ,2016.29573,0.01421, Action type: 1 
Episode: 3405 ,2016.2815,0.01423, Action type: 1 
Episode: 3406 ,2017.26727,0.01423, Action type: 4 
Episode: 3407 ,2018.25306,0.01421, Action type: 5 
Episode: 3408 ,2019.23888,0.01418, Action type: 5 
Episode: 3409 ,2020.22472,0.01416, Action type: 2 
Episode: 3410 ,2020.21055,0.01417, Action type: 2 
Episode: 3411 ,2020.19635,0.0142, Action type: 1 
Episode: 3412 ,2021.18215,0.0142, Action type: 4 
Episode: 3413 ,2022.16797,0.01418, Action type: 5 
Episode: 3414 ,2023.15381,0.01416, Action type: 5 
Episode: 3415 ,2024.13966,0.01415, Action type: 0 
Episode: 3416 ,2024.1255,0.01416, Action type: 1 
Episode: 3417 ,2024.11131,0.01419, Action type: 0 
Episode: 3418 ,2024.0971,0.01421, Action type: 2 
Episode: 3419 ,2025.08289,0.01421, Action type: 3 
Episode: 3420 ,2026.06869,0.0142, Action type: 5 
Episode: 3421 ,2027.05452,0.01417, Action type: 4 
Episode: 3422 ,2028.04036,0.01416, Action type: 5 
Episode: 3423 ,2029.02621,0.01415, Action type: 4 
Episode: 3424 ,2029.01203,0.01418, Action type: 0 
Episode: 3425 ,2029.99785,0.01418, Action type: 2 
Episode: 3426 ,2030.98369,0.01416, Action type: 5 
Episode: 3427 ,2031.96954,0.01415, Action type: 3 
Episode: 3428 ,2032.9554,0.01414, Action type: 1 
Episode: 3429 ,2032.94125,0.01415, Action type: 1 
Episode: 3430 ,2032.92707,0.01418, Action type: 5 
Episode: 3431 ,2033.91289,0.01418, Action type: 5 
Episode: 3432 ,2034.89872,0.01417, Action type: 4 
Episode: 3433 ,2035.88455,0.01417, Action type: 4 
Episode: 3434 ,2036.87038,0.01417, Action type: 3 
Episode: 3435 ,2037.85622,0.01416, Action type: 3 
Episode: 3436 ,2038.84207,0.01415, Action type: 2 
Episode: 3437 ,2039.82794,0.01413, Action type: 0 
Episode: 3438 ,2039.8138,0.01414, Action type: 4 
Episode: 3439 ,2039.79964,0.01416, Action type: 4 
Episode: 3440 ,2040.78548,0.01416, Action type: 5 
Episode: 3441 ,2041.77132,0.01416, Action type: 3 
Episode: 3442 ,2042.75717,0.01415, Action type: 2 
Episode: 3443 ,2043.74305,0.01412, Action type: 3 
Episode: 3444 ,2044.72894,0.01411, Action type: 3 
Episode: 3445 ,2045.71483,0.01411, Action type: 4 
Episode: 3446 ,2046.70072,0.01411, Action type: 5 
Episode: 3447 ,2047.68661,0.01411, Action type: 5 
Episode: 3448 ,2048.67254,0.01407, Action type: 2 
Episode: 3449 ,2048.65843,0.01411, Action type: 1 
Episode: 3450 ,2049.64432,0.01411, Action type: 1 
Episode: 3451 ,2049.6302,0.01412, Action type: 5 
Episode: 3452 ,2050.61612,0.01408, Action type: 5 
Episode: 3453 ,2051.60206,0.01406, Action type: 4 
Episode: 3454 ,2051.58798,0.01408, Action type: 4 
Episode: 3455 ,2052.5739,0.01408, Action type: 1 
Episode: 3456 ,2052.55981,0.01409, Action type: 2 
Episode: 3457 ,2053.54572,0.01409, Action type: 4 
Episode: 3458 ,2054.53163,0.01409, Action type: 5 
Episode: 3459 ,2055.51754,0.01409, Action type: 5 
Episode: 3460 ,2056.50345,0.01409, Action type: 3 
Episode: 3461 ,2057.48937,0.01408, Action type: 1 
Episode: 3462 ,2057.47528,0.01409, Action type: 1 
Episode: 3463 ,2057.46117,0.01411, Action type: 4 
Episode: 3464 ,2058.44706,0.01411, Action type: 5 
Episode: 3465 ,2059.43297,0.01409, Action type: 5 
Episode: 3466 ,2060.41889,0.01408, Action type: 2 
Episode: 3467 ,2061.40481,0.01408, Action type: 2 
Episode: 3468 ,2062.39073,0.01408, Action type: 1 
Episode: 3469 ,2062.37663,0.0141, Action type: 1 
Episode: 3470 ,2062.36252,0.01411, Action type: 5 
Episode: 3471 ,2063.34843,0.01409, Action type: 0 
Episode: 3472 ,2063.33432,0.01411, Action type: 0 
Episode: 3473 ,2063.3202,0.01412, Action type: 2 
Episode: 3474 ,2064.30609,0.01411, Action type: 2 
Episode: 3475 ,2065.292,0.01409, Action type: 2 
Episode: 3476 ,2066.27791,0.01409, Action type: 2 
Episode: 3477 ,2067.26382,0.01409, Action type: 4 
Episode: 3478 ,2068.24973,0.01409, Action type: 4 
Episode: 3479 ,2069.23564,0.01409, Action type: 0 
Episode: 3480 ,2069.22154,0.0141, Action type: 2 
Episode: 3481 ,2070.20744,0.0141, Action type: 2 
Episode: 3482 ,2070.19333,0.01411, Action type: 0 
Episode: 3483 ,2070.17918,0.01415, Action type: 0 
Episode: 3484 ,2071.16503,0.01415, Action type: 5 
Episode: 3485 ,2072.15088,0.01415, Action type: 1 
Episode: 3486 ,2072.13672,0.01416, Action type: 1 
Episode: 3487 ,2072.12255,0.01417, Action type: 1 
Episode: 3488 ,2072.10836,0.01419, Action type: 2 
Episode: 3489 ,2073.09419,0.01417, Action type: 5 
Episode: 3490 ,2074.08002,0.01417, Action type: 5 
Episode: 3491 ,2075.06589,0.01413, Action type: 2 
Episode: 3492 ,2075.05173,0.01416, Action type: 1 
Episode: 3493 ,2075.03756,0.01417, Action type: 1 
Episode: 3494 ,2075.02337,0.01419, Action type: 5 
Episode: 3495 ,2076.00922,0.01415, Action type: 5 
Episode: 3496 ,2076.99509,0.01413, Action type: 3 
Episode: 3497 ,2077.98098,0.01411, Action type: 1 
Episode: 3498 ,2077.96685,0.01413, Action type: 1 
Episode: 3499 ,2077.95271,0.01414, Action type: 2 
Episode: 3500 ,2077.93856,0.01415, Action type: 5 
Episode: 3501 ,2078.92443,0.01413, Action type: 4 
Episode: 3502 ,2079.9103,0.01413, Action type: 2 
Episode: 3503 ,2080.89617,0.01413, Action type: 2 
Episode: 3504 ,2081.88204,0.01413, Action type: 2 
Episode: 3505 ,2081.86788,0.01416, Action type: 1 
Episode: 3506 ,2081.85371,0.01417, Action type: 4 
Episode: 3507 ,2082.83956,0.01415, Action type: 4 
Episode: 3508 ,2083.82542,0.01414, Action type: 5 
Episode: 3509 ,2084.81129,0.01413, Action type: 5 
Episode: 3510 ,2085.79717,0.01412, Action type: 2 
Episode: 3511 ,2086.78305,0.01412, Action type: 2 
Episode: 3512 ,2087.76894,0.01411, Action type: 3 
Episode: 3513 ,2088.75484,0.0141, Action type: 3 
Episode: 3514 ,2089.74075,0.01409, Action type: 3 
Episode: 3515 ,2090.72669,0.01406, Action type: 3 
Episode: 3516 ,2091.71264,0.01405, Action type: 0 
Episode: 3517 ,2091.69857,0.01407, Action type: 1 
Episode: 3518 ,2091.68449,0.01408, Action type: 1 
Episode: 3519 ,2091.67038,0.01411, Action type: 2 
Episode: 3520 ,2091.65626,0.01412, Action type: 5 
Episode: 3521 ,2092.64218,0.01408, Action type: 5 
Episode: 3522 ,2093.62813,0.01405, Action type: 1 
Episode: 3523 ,2093.61405,0.01408, Action type: 1 
Episode: 3524 ,2093.59996,0.01409, Action type: 1 
Episode: 3525 ,2093.58586,0.0141, Action type: 5 
Episode: 3526 ,2094.57176,0.0141, Action type: 5 
Episode: 3527 ,2095.55767,0.01409, Action type: 3 
Episode: 3528 ,2096.54359,0.01408, Action type: 3 
Episode: 3529 ,2097.52952,0.01407, Action type: 2 
Episode: 3530 ,2098.51547,0.01405, Action type: 2 
Episode: 3531 ,2099.50143,0.01404, Action type: 5 
Episode: 3532 ,2100.48739,0.01404, Action type: 5 
Episode: 3533 ,2101.47336,0.01403, Action type: 4 
Episode: 3534 ,2101.45932,0.01404, Action type: 4 
Episode: 3535 ,2101.44525,0.01407, Action type: 3 
Episode: 3536 ,2102.43121,0.01404, Action type: 2 
Episode: 3537 ,2103.41718,0.01403, Action type: 2 
Episode: 3538 ,2104.40315,0.01403, Action type: 4 
Episode: 3539 ,2105.38912,0.01403, Action type: 4 
Episode: 3540 ,2105.37508,0.01404, Action type: 1 
Episode: 3541 ,2105.36101,0.01407, Action type: 1 
Episode: 3542 ,2105.34693,0.01408, Action type: 3 
Episode: 3543 ,2106.33286,0.01407, Action type: 3 
Episode: 3544 ,2107.31882,0.01404, Action type: 3 
Episode: 3545 ,2108.30479,0.01403, Action type: 0 
Episode: 3546 ,2109.29076,0.01403, Action type: 4 
Episode: 3547 ,2109.27672,0.01404, Action type: 2 
Episode: 3548 ,2110.26269,0.01403, Action type: 2 
Episode: 3549 ,2111.24866,0.01403, Action type: 4 
Episode: 3550 ,2112.23463,0.01403, Action type: 4 
Episode: 3551 ,2112.22059,0.01404, Action type: 4 
Episode: 3552 ,2112.20653,0.01406, Action type: 2 
Episode: 3553 ,2113.19249,0.01404, Action type: 4 
Episode: 3554 ,2113.17843,0.01406, Action type: 4 
Episode: 3555 ,2114.16438,0.01405, Action type: 1 
Episode: 3556 ,2114.15032,0.01406, Action type: 1 
Episode: 3557 ,2114.13624,0.01408, Action type: 3 
Episode: 3558 ,2115.12218,0.01406, Action type: 3 
Episode: 3559 ,2116.10813,0.01405, Action type: 3 
Episode: 3560 ,2117.09409,0.01404, Action type: 3 
Episode: 3561 ,2118.08008,0.01401, Action type: 1 
Episode: 3562 ,2118.06604,0.01404, Action type: 1 
Episode: 3563 ,2118.05199,0.01405, Action type: 4 
Episode: 3564 ,2119.03794,0.01405, Action type: 1 
Episode: 3565 ,2119.02387,0.01407, Action type: 4 
Episode: 3566 ,2120.00981,0.01406, Action type: 3 
Episode: 3567 ,2120.99576,0.01405, Action type: 1 
Episode: 3568 ,2120.9817,0.01406, Action type: 2 
Episode: 3569 ,2120.96763,0.01407, Action type: 2 
Episode: 3570 ,2121.95357,0.01406, Action type: 5 
Episode: 3571 ,2122.93952,0.01405, Action type: 1 
Episode: 3572 ,2122.92545,0.01407, Action type: 1 
Episode: 3573 ,2122.91137,0.01408, Action type: 1 
Episode: 3574 ,2122.89728,0.01409, Action type: 3 
Episode: 3575 ,2123.8832,0.01408, Action type: 3 
Episode: 3576 ,2124.86913,0.01407, Action type: 3 
Episode: 3577 ,2125.85508,0.01405, Action type: 1 
Episode: 3578 ,2125.84101,0.01407, Action type: 2 
Episode: 3579 ,2126.82695,0.01406, Action type: 2 
Episode: 3580 ,2126.81288,0.01407, Action type: 2 
Episode: 3581 ,2127.79881,0.01407, Action type: 2 
Episode: 3582 ,2128.78477,0.01404, Action type: 1 
Episode: 3583 ,2128.7707,0.01407, Action type: 2 
Episode: 3584 ,2129.75666,0.01404, Action type: 3 
Episode: 3585 ,2130.74263,0.01403, Action type: 3 
Episode: 3586 ,2131.7286,0.01403, Action type: 2 
Episode: 3587 ,2132.71458,0.01402, Action type: 4 
Episode: 3588 ,2132.70055,0.01403, Action type: 1 
Episode: 3589 ,2133.68652,0.01403, Action type: 1 
Episode: 3590 ,2133.67248,0.01404, Action type: 1 
Episode: 3591 ,2133.65841,0.01407, Action type: 2 
Episode: 3592 ,2134.64436,0.01405, Action type: 2 
Episode: 3593 ,2135.63031,0.01405, Action type: 4 
Episode: 3594 ,2136.61626,0.01405, Action type: 1 
Episode: 3595 ,2136.60218,0.01408, Action type: 0 
Episode: 3596 ,2136.58809,0.01409, Action type: 0 
Episode: 3597 ,2136.57398,0.01411, Action type: 3 
Episode: 3598 ,2137.5599,0.01408, Action type: 3 
Episode: 3599 ,2138.54583,0.01407, Action type: 3 
Episode: 3600 ,2139.53176,0.01407, Action type: 1 
Episode: 3601 ,2140.51769,0.01407, Action type: 4 
Episode: 3602 ,2141.50363,0.01406, Action type: 2 
Episode: 3603 ,2141.48956,0.01407, Action type: 2 
Episode: 3604 ,2141.47545,0.01411, Action type: 0 
Episode: 3605 ,2142.46134,0.01411, Action type: 3 
Episode: 3606 ,2143.44725,0.01409, Action type: 3 
Episode: 3607 ,2144.4332,0.01405, Action type: 3 
Episode: 3608 ,2145.41918,0.01402, Action type: 4 
Episode: 3609 ,2145.40513,0.01405, Action type: 2 
Episode: 3610 ,2146.39111,0.01402, Action type: 2 
Episode: 3611 ,2147.37709,0.01402, Action type: 4 
Episode: 3612 ,2148.36307,0.01402, Action type: 3 
Episode: 3613 ,2149.34905,0.01402, Action type: 3 
Episode: 3614 ,2150.33506,0.01399, Action type: 3 
Episode: 3615 ,2151.32108,0.01398, Action type: 3 
Episode: 3616 ,2152.30712,0.01396, Action type: 1 
Episode: 3617 ,2152.29314,0.01398, Action type: 1 
Episode: 3618 ,2152.27915,0.01399, Action type: 5 
Episode: 3619 ,2153.26516,0.01399, Action type: 5 
Episode: 3620 ,2154.25121,0.01395, Action type: 4 
Episode: 3621 ,2154.23725,0.01396, Action type: 4 
Episode: 3622 ,2155.2233,0.01395, Action type: 1 
Episode: 3623 ,2155.20932,0.01398, Action type: 1 
Episode: 3624 ,2155.1953,0.01402, Action type: 0 
Episode: 3625 ,2155.18127,0.01403, Action type: 5 
Episode: 3626 ,2156.16725,0.01402, Action type: 5 
Episode: 3627 ,2157.15324,0.01401, Action type: 3 
Episode: 3628 ,2158.13927,0.01397, Action type: 1 
Episode: 3629 ,2158.12526,0.01401, Action type: 1 
Episode: 3630 ,2158.11123,0.01403, Action type: 4 
Episode: 3631 ,2159.0972,0.01403, Action type: 4 
Episode: 3632 ,2159.08316,0.01404, Action type: 4 
Episode: 3633 ,2159.0691,0.01406, Action type: 1 
Episode: 3634 ,2159.05503,0.01407, Action type: 2 
Episode: 3635 ,2160.04096,0.01407, Action type: 2 
Episode: 3636 ,2161.02692,0.01404, Action type: 2 
Episode: 3637 ,2162.01289,0.01403, Action type: 0 
Episode: 3638 ,2161.99885,0.01404, Action type: 4 
Episode: 3639 ,2162.98481,0.01404, Action type: 4 
Episode: 3640 ,2162.97074,0.01407, Action type: 4 
Episode: 3641 ,2162.95666,0.01408, Action type: 3 
Episode: 3642 ,2163.94259,0.01407, Action type: 2 
Episode: 3643 ,2164.92855,0.01404, Action type: 4 
Episode: 3644 ,2164.91448,0.01407, Action type: 4 
Episode: 3645 ,2165.90041,0.01407, Action type: 4 
Episode: 3646 ,2165.88633,0.01408, Action type: 5 
Episode: 3647 ,2166.87228,0.01405, Action type: 4 
Episode: 3648 ,2167.85823,0.01405, Action type: 1 
Episode: 3649 ,2167.84417,0.01406, Action type: 1 
Episode: 3650 ,2167.8301,0.01407, Action type: 4 
Episode: 3651 ,2167.816,0.0141, Action type: 5 
Episode: 3652 ,2168.80191,0.01409, Action type: 5 
Episode: 3653 ,2169.78783,0.01408, Action type: 2 
Episode: 3654 ,2170.77378,0.01405, Action type: 1 
Episode: 3655 ,2170.75969,0.01409, Action type: 1 
Episode: 3656 ,2170.74559,0.0141, Action type: 3 
Episode: 3657 ,2171.7315,0.01409, Action type: 2 
Episode: 3658 ,2172.71744,0.01406, Action type: 0 
Episode: 3659 ,2172.70337,0.01407, Action type: 1 
Episode: 3660 ,2172.68926,0.01411, Action type: 1 
Episode: 3661 ,2172.67514,0.01412, Action type: 2 
Episode: 3662 ,2172.66101,0.01413, Action type: 2 
Episode: 3663 ,2173.64689,0.01412, Action type: 2 
Episode: 3664 ,2174.63278,0.01411, Action type: 2 
Episode: 3665 ,2175.61867,0.01411, Action type: 3 
Episode: 3666 ,2176.60458,0.01409, Action type: 3 
Episode: 3667 ,2177.5905,0.01408, Action type: 0 
Episode: 3668 ,2178.57642,0.01408, Action type: 0 
Episode: 3669 ,2179.56234,0.01408, Action type: 0 
Episode: 3670 ,2179.54825,0.01409, Action type: 1 
Episode: 3671 ,2179.53415,0.0141, Action type: 3 
Episode: 3672 ,2180.52006,0.01409, Action type: 3 
Episode: 3673 ,2181.50598,0.01408, Action type: 3 
Episode: 3674 ,2182.49193,0.01405, Action type: 1 
Episode: 3675 ,2182.47785,0.01408, Action type: 1 
Episode: 3676 ,2182.46376,0.01409, Action type: 1 
Episode: 3677 ,2182.44966,0.0141, Action type: 5 
Episode: 3678 ,2183.43557,0.01409, Action type: 0 
Episode: 3679 ,2183.42147,0.0141, Action type: 3 
Episode: 3680 ,2184.40738,0.01409, Action type: 3 
Episode: 3681 ,2185.3933,0.01408, Action type: 3 
Episode: 3682 ,2186.37925,0.01405, Action type: 4 
Episode: 3683 ,2186.36518,0.01407, Action type: 4 
Episode: 3684 ,2186.3511,0.01408, Action type: 4 
Episode: 3685 ,2186.33701,0.01409, Action type: 2 
Episode: 3686 ,2187.32293,0.01408, Action type: 2 
Episode: 3687 ,2188.30886,0.01407, Action type: 2 
Episode: 3688 ,2189.29481,0.01405, Action type: 5 
Episode: 3689 ,2190.28077,0.01404, Action type: 5 
Episode: 3690 ,2191.26673,0.01404, Action type: 1 
Episode: 3691 ,2191.25266,0.01407, Action type: 1 
Episode: 3692 ,2191.23858,0.01408, Action type: 1 
Episode: 3693 ,2191.22449,0.01409, Action type: 4 
Episode: 3694 ,2191.21038,0.01411, Action type: 4 
Episode: 3695 ,2192.19627,0.01411, Action type: 4 
Episode: 3696 ,2192.18215,0.01412, Action type: 3 
Episode: 3697 ,2193.16804,0.01411, Action type: 2 
Episode: 3698 ,2194.15394,0.0141, Action type: 0 
Episode: 3699 ,2194.13983,0.01411, Action type: 0 
Episode: 3700 ,2195.12572,0.01411, Action type: 0 
Episode: 3701 ,2196.11161,0.01411, Action type: 2 
Episode: 3702 ,2197.09751,0.0141, Action type: 2 
Episode: 3703 ,2198.08341,0.0141, Action type: 2 
Episode: 3704 ,2198.0693,0.01411, Action type: 2 
Episode: 3705 ,2198.05518,0.01412, Action type: 3 
Episode: 3706 ,2199.04107,0.01411, Action type: 3 
Episode: 3707 ,2200.02696,0.01411, Action type: 3 
Episode: 3708 ,2201.01287,0.01409, Action type: 5 
Episode: 3709 ,2201.99882,0.01405, Action type: 2 
Episode: 3710 ,2202.98477,0.01405, Action type: 1 
Episode: 3711 ,2202.97068,0.01409, Action type: 1 
Episode: 3712 ,2202.95657,0.01411, Action type: 3 
Episode: 3713 ,2203.94248,0.01409, Action type: 3 
Episode: 3714 ,2204.92843,0.01405, Action type: 5 
Episode: 3715 ,2205.91442,0.01401, Action type: 3 
Episode: 3716 ,2206.90044,0.01398, Action type: 1 
Episode: 3717 ,2206.88643,0.01401, Action type: 1 
Episode: 3718 ,2206.87238,0.01405, Action type: 5 
Episode: 3719 ,2207.85835,0.01403, Action type: 5 
Episode: 3720 ,2208.84433,0.01402, Action type: 5 
Episode: 3721 ,2209.83032,0.01401, Action type: 1 
Episode: 3722 ,2209.81629,0.01403, Action type: 3 
Episode: 3723 ,2210.80228,0.01401, Action type: 3 
Episode: 3724 ,2211.78831,0.01397, Action type: 5 
Episode: 3725 ,2212.77434,0.01397, Action type: 5 
Episode: 3726 ,2213.76037,0.01397, Action type: 1 
Episode: 3727 ,2213.74636,0.01401, Action type: 1 
Episode: 3728 ,2213.73233,0.01403, Action type: 4 
Episode: 3729 ,2214.71831,0.01402, Action type: 3 
Episode: 3730 ,2215.70429,0.01402, Action type: 3 
Episode: 3731 ,2216.69029,0.014, Action type: 3 
Episode: 3732 ,2217.67633,0.01396, Action type: 1 
Episode: 3733 ,2217.66233,0.014, Action type: 1 
Episode: 3734 ,2217.64831,0.01402, Action type: 1 
Episode: 3735 ,2218.63429,0.01402, Action type: 5 
Episode: 3736 ,2219.62027,0.01402, Action type: 5 
Episode: 3737 ,2220.60628,0.01399, Action type: 3 
Episode: 3738 ,2221.59229,0.01399, Action type: 3 
Episode: 3739 ,2222.57832,0.01397, Action type: 1 
Episode: 3740 ,2222.56433,0.01399, Action type: 4 
Episode: 3741 ,2223.55036,0.01397, Action type: 5 
Episode: 3742 ,2224.5364,0.01396, Action type: 4 
Episode: 3743 ,2225.52244,0.01396, Action type: 1 
Episode: 3744 ,2225.50845,0.01399, Action type: 2 
Episode: 3745 ,2226.49448,0.01397, Action type: 2 
Episode: 3746 ,2227.48051,0.01397, Action type: 4 
Episode: 3747 ,2228.46654,0.01397, Action type: 4 
Episode: 3748 ,2228.45255,0.01399, Action type: 1 
Episode: 3749 ,2228.43855,0.014, Action type: 1 
Episode: 3750 ,2228.42454,0.01401, Action type: 0 
Episode: 3751 ,2228.41052,0.01402, Action type: 2 
Episode: 3752 ,2229.3965,0.01402, Action type: 2 
Episode: 3753 ,2229.38247,0.01403, Action type: 2 
Episode: 3754 ,2230.36844,0.01403, Action type: 3 
Episode: 3755 ,2231.35442,0.01402, Action type: 1 
Episode: 3756 ,2231.34039,0.01403, Action type: 0 
Episode: 3757 ,2232.32636,0.01403, Action type: 0 
Episode: 3758 ,2232.31232,0.01404, Action type: 1 
Episode: 3759 ,2232.29825,0.01407, Action type: 3 
Episode: 3760 ,2233.28421,0.01404, Action type: 1 
Episode: 3761 ,2233.27014,0.01407, Action type: 2 
Episode: 3762 ,2234.2561,0.01404, Action type: 5 
Episode: 3763 ,2235.24206,0.01404, Action type: 1 
Episode: 3764 ,2235.22799,0.01407, Action type: 1 
Episode: 3765 ,2235.21391,0.01408, Action type: 1 
Episode: 3766 ,2235.19982,0.01409, Action type: 3 
Episode: 3767 ,2236.18574,0.01408, Action type: 0 
Episode: 3768 ,2237.17166,0.01408, Action type: 0 
Episode: 3769 ,2238.15758,0.01408, Action type: 0 
Episode: 3770 ,2238.14349,0.01409, Action type: 2 
Episode: 3771 ,2239.1294,0.01409, Action type: 2 
Episode: 3772 ,2240.11532,0.01408, Action type: 2 
Episode: 3773 ,2240.10121,0.01411, Action type: 4 
Episode: 3774 ,2241.08713,0.01408, Action type: 1 
Episode: 3775 ,2241.07302,0.01411, Action type: 1 
Episode: 3776 ,2241.0589,0.01412, Action type: 1 
Episode: 3777 ,2241.04477,0.01413, Action type: 3 
Episode: 3778 ,2242.03065,0.01412, Action type: 2 
Episode: 3779 ,2242.0165,0.01415, Action type: 3 
Episode: 3780 ,2243.00238,0.01412, Action type: 4 
Episode: 3781 ,2243.98827,0.01411, Action type: 4 
Episode: 3782 ,2244.97417,0.0141, Action type: 0 
Episode: 3783 ,2244.96005,0.01412, Action type: 2 
Episode: 3784 ,2244.9459,0.01415, Action type: 2 
Episode: 3785 ,2245.93178,0.01412, Action type: 3 
Episode: 3786 ,2246.91767,0.01411, Action type: 3 
Episode: 3787 ,2247.90356,0.01411, Action type: 3 
Episode: 3788 ,2248.88947,0.01409, Action type: 1 
Episode: 3789 ,2248.87536,0.01411, Action type: 1 
Episode: 3790 ,2249.86125,0.01411, Action type: 1 
Episode: 3791 ,2249.84713,0.01412, Action type: 1 
Episode: 3792 ,2249.83298,0.01415, Action type: 3 
Episode: 3793 ,2250.81886,0.01412, Action type: 3 
Episode: 3794 ,2251.80475,0.01411, Action type: 3 
Episode: 3795 ,2252.79064,0.01411, Action type: 4 
Episode: 3796 ,2253.77653,0.01411, Action type: 4 
Episode: 3797 ,2254.76245,0.01408, Action type: 4 
Episode: 3798 ,2254.74836,0.01409, Action type: 2 
Episode: 3799 ,2255.73428,0.01408, Action type: 2 
Episode: 3800 ,2255.72017,0.01411, Action type: 2 
Episode: 3801 ,2256.70606,0.01411, Action type: 4 
Episode: 3802 ,2257.69195,0.01411, Action type: 4 
Episode: 3803 ,2258.67787,0.01408, Action type: 2 
Episode: 3804 ,2258.66376,0.01411, Action type: 1 
Episode: 3805 ,2258.64964,0.01412, Action type: 3 
Episode: 3806 ,2259.63553,0.01411, Action type: 3 
Episode: 3807 ,2260.62142,0.01411, Action type: 4 
Episode: 3808 ,2261.60735,0.01407, Action type: 5 
Episode: 3809 ,2262.5933,0.01405, Action type: 2 
Episode: 3810 ,2262.57923,0.01407, Action type: 2 
Episode: 3811 ,2262.56514,0.01409, Action type: 1 
Episode: 3812 ,2262.55103,0.01411, Action type: 3 
Episode: 3813 ,2263.53694,0.01409, Action type: 5 
Episode: 3814 ,2264.52289,0.01405, Action type: 5 
Episode: 3815 ,2265.50886,0.01403, Action type: 4 
Episode: 3816 ,2265.49482,0.01404, Action type: 1 
Episode: 3817 ,2266.48078,0.01404, Action type: 2 
Episode: 3818 ,2266.46673,0.01405, Action type: 2 
Episode: 3819 ,2267.45268,0.01405, Action type: 0 
Episode: 3820 ,2267.43859,0.01409, Action type: 2 
Episode: 3821 ,2268.42454,0.01405, Action type: 1 
Episode: 3822 ,2268.41045,0.01409, Action type: 4 
Episode: 3823 ,2268.39634,0.01411, Action type: 3 
Episode: 3824 ,2269.38225,0.01409, Action type: 5 
Episode: 3825 ,2270.3682,0.01405, Action type: 5 
Episode: 3826 ,2271.35417,0.01403, Action type: 1 
Episode: 3827 ,2271.34012,0.01405, Action type: 1 
Episode: 3828 ,2272.32607,0.01405, Action type: 2 
Episode: 3829 ,2272.312,0.01407, Action type: 5 
Episode: 3830 ,2273.29795,0.01405, Action type: 4 
Episode: 3831 ,2274.28391,0.01404, Action type: 4 
Episode: 3832 ,2275.26987,0.01404, Action type: 4 
Episode: 3833 ,2275.25581,0.01406, Action type: 3 
Episode: 3834 ,2276.24177,0.01404, Action type: 2 
Episode: 3835 ,2277.22774,0.01403, Action type: 0 
Episode: 3836 ,2277.2137,0.01404, Action type: 1 
Episode: 3837 ,2277.19965,0.01405, Action type: 1 
Episode: 3838 ,2277.18558,0.01407, Action type: 5 
Episode: 3839 ,2278.17152,0.01406, Action type: 5 
Episode: 3840 ,2279.15746,0.01406, Action type: 1 
Episode: 3841 ,2279.14338,0.01408, Action type: 1 
Episode: 3842 ,2279.12929,0.01409, Action type: 4 
Episode: 3843 ,2279.11518,0.01411, Action type: 0 
Episode: 3844 ,2280.10107,0.01411, Action type: 5 
Episode: 3845 ,2281.08696,0.01411, Action type: 2 
Episode: 3846 ,2282.07287,0.01409, Action type: 1 
Episode: 3847 ,2282.05876,0.01411, Action type: 1 
Episode: 3848 ,2282.04464,0.01412, Action type: 5 
Episode: 3849 ,2283.03052,0.01412, Action type: 5 
Episode: 3850 ,2284.01641,0.01411, Action type: 3 
Episode: 3851 ,2285.00231,0.0141, Action type: 1 
Episode: 3852 ,2284.9882,0.01411, Action type: 2 
Episode: 3853 ,2285.97409,0.01411, Action type: 2 
Episode: 3854 ,2286.96,0.01409, Action type: 5 
Episode: 3855 ,2287.94591,0.01409, Action type: 0 
Episode: 3856 ,2288.93182,0.01409, Action type: 3 
Episode: 3857 ,2289.91774,0.01408, Action type: 4 
Episode: 3858 ,2289.90365,0.01409, Action type: 0 
